canonical_id,candidate_rank,candidate_stock_code,candidate_company,similarity,accepted
156,1,300846.SZ,北京首都在线科技股份有限公司,100.0,True
156,2,000570.SZ,常柴股份有限公司,77.14,False
156,3,000709.SZ,河钢股份有限公司,77.14,False
157,1,688166.SH,博瑞生物医药(苏州)股份有限公司,100.0,True
157,2,000570.SZ,常柴股份有限公司,77.14,False
157,3,000709.SZ,河钢股份有限公司,77.14,False
158,1,603336.SH,宏辉果蔬股份有限公司,100.0,True
158,2,689009.SH,九号有限公司,72.0,False
158,3,605198.SH,烟台北方安德利果汁股份有限公司,70.0,False
159,1,001358.SZ,绍兴兴欣新材料股份有限公司,100.0,True
159,2,600076.SH,康欣新材料股份有限公司,83.33,False
159,3,000570.SZ,常柴股份有限公司,77.14,False
160,1,603269.SH,江苏海鸥冷却塔股份有限公司,100.0,True
160,2,000570.SZ,常柴股份有限公司,77.14,False
160,3,000709.SZ,河钢股份有限公司,77.14,False
161,1,603959.SH,湖南百利工程科技股份有限公司,100.0,True
161,2,000570.SZ,常柴股份有限公司,77.14,False
161,3,000709.SZ,河钢股份有限公司,77.14,False
162,1,301358.SZ,湖南裕能新能源电池材料股份有限公司,100.0,True
162,2,000877.SZ,天山材料股份有限公司,80.0,False
162,3,000570.SZ,常柴股份有限公司,77.14,False
163,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
163,2,000570.SZ,常柴股份有限公司,67.5,False
163,3,000709.SZ,河钢股份有限公司,67.5,False
164,1,689009.SH,九号有限公司,72.0,False
164,2,688728.SH,格科微有限公司,65.45,False
164,3,000002.SZ,万科企业股份有限公司,60.87,True
165,1,301255.SZ,浙江通力传动科技股份有限公司,100.0,True
165,2,002061.SZ,浙江交通科技股份有限公司,84.62,False
165,3,300611.SZ,浙江美力科技股份有限公司,84.62,False
166,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
166,2,000570.SZ,常柴股份有限公司,67.5,False
166,3,000709.SZ,河钢股份有限公司,67.5,False
167,1,603331.SH,浙江百达精工股份有限公司,100.0,True
167,2,300984.SZ,浙江金沃精工股份有限公司,83.33,False
167,3,000570.SZ,常柴股份有限公司,77.14,False
168,1,000909.SZ,数源科技股份有限公司,85.26,False
168,2,603628.SH,清源科技股份有限公司,85.26,False
168,3,002150.SZ,江苏正泰电源科技股份有限公司,82.76,False
169,1,601336.SH,新华人寿保险股份有限公司,75.0,False
169,2,601628.SH,中国人寿保险股份有限公司,75.0,False
169,3,601319.SH,中国人民保险集团股份有限公司,70.71,False
170,1,601619.SH,嘉泽新能源股份有限公司,91.67,True
170,2,000595.SZ,宁夏国运新能源股份有限公司,84.62,False
170,3,300175.SZ,朗源股份有限公司,84.0,False
171,1,601336.SH,新华人寿保险股份有限公司,75.0,False
171,2,601628.SH,中国人寿保险股份有限公司,75.0,False
171,3,601318.SH,中国平安保险(集团)股份有限公司,72.0,True
172,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
172,2,000570.SZ,常柴股份有限公司,67.5,False
172,3,000709.SZ,河钢股份有限公司,67.5,False
173,1,688350.SH,江苏富淼科技股份有限公司,100.0,True
173,2,002090.SZ,江苏金智科技股份有限公司,83.33,False
173,3,002409.SZ,江苏雅克科技股份有限公司,83.33,False
174,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
174,2,000570.SZ,常柴股份有限公司,67.5,False
174,3,000709.SZ,河钢股份有限公司,67.5,False
175,1,688429.SH,常州时创能源股份有限公司,100.0,True
175,2,300175.SZ,朗源股份有限公司,84.0,False
175,3,600642.SH,申能股份有限公司,78.75,False
176,1,000570.SZ,常柴股份有限公司,67.5,False
176,2,000709.SZ,河钢股份有限公司,67.5,False
176,3,000898.SZ,鞍钢股份有限公司,67.5,False
177,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
177,2,000570.SZ,常柴股份有限公司,67.5,False
177,3,000709.SZ,河钢股份有限公司,67.5,False
178,1,603810.SH,江苏丰山集团股份有限公司,100.0,True
178,2,002309.SZ,江苏中利集团股份有限公司,83.33,False
178,3,002883.SZ,江苏中设集团股份有限公司,83.33,False
179,1,601628.SH,中国人寿保险股份有限公司,77.42,False
179,2,601336.SH,新华人寿保险股份有限公司,75.0,False
179,3,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
180,1,603416.SH,无锡信捷电气股份有限公司,100.0,True
180,2,000570.SZ,常柴股份有限公司,77.14,False
180,3,000709.SZ,河钢股份有限公司,77.14,False
181,1,002945.SZ,华林证券股份有限公司,100.0,True
181,2,002926.SZ,华西证券股份有限公司,90.0,False
181,3,600909.SH,华安证券股份有限公司,90.0,False
182,1,000570.SZ,常柴股份有限公司,67.5,False
182,2,000709.SZ,河钢股份有限公司,67.5,False
182,3,000898.SZ,鞍钢股份有限公司,67.5,False
183,1,002841.SZ,广州视源电子科技股份有限公司,100.0,True
183,2,301528.SZ,广州多浦乐电子科技股份有限公司,82.76,False
183,3,002579.SZ,惠州中京电子科技股份有限公司,78.57,False
184,1,920405.BJ,上海海希工业通讯股份有限公司,100.0,True
184,2,600438.SH,通威股份有限公司,78.75,False
184,3,000570.SZ,常柴股份有限公司,77.14,False
185,1,300684.SZ,北京中石伟业科技股份有限公司,100.0,True
185,2,300365.SZ,北京恒华伟业科技股份有限公司,85.71,False
185,3,603516.SH,北京淳中科技股份有限公司,84.62,False
186,1,601229.SH,上海银行股份有限公司,100.0,True
186,2,600000.SH,上海浦东发展银行股份有限公司,83.33,False
186,3,601825.SH,上海农村商业银行股份有限公司,83.33,False
187,1,688393.SH,广州安必平医药科技股份有限公司,100.0,True
187,2,000409.SZ,云鼎科技股份有限公司,80.0,False
187,3,000551.SZ,创元科技股份有限公司,80.0,False
188,1,300670.SZ,江苏大烨智能电气股份有限公司,100.0,True
188,2,301179.SZ,江苏泽宇智能电力股份有限公司,78.57,False
188,3,000570.SZ,常柴股份有限公司,77.14,False
189,1,688020.SH,广州方邦电子股份有限公司,100.0,True
189,2,000682.SZ,东方电子股份有限公司,81.82,False
189,3,300833.SZ,广州市浩洋电子股份有限公司,80.0,False
190,1,600036.SH,招商银行股份有限公司,83.33,True
190,2,601916.SH,浙商银行股份有限公司,75.0,False
190,3,601398.SH,中国工商银行股份有限公司,69.23,False
191,1,688589.SH,深圳市力合微电子股份有限公司,100.0,True
191,2,688699.SH,深圳市明微电子股份有限公司,88.89,False
191,3,688045.SH,深圳市必易微电子股份有限公司,85.71,False
192,1,000570.SZ,常柴股份有限公司,67.5,False
192,2,000709.SZ,河钢股份有限公司,67.5,False
192,3,000898.SZ,鞍钢股份有限公司,67.5,False
193,1,300405.SZ,辽宁科隆精细化工股份有限公司,100.0,True
193,2,000570.SZ,常柴股份有限公司,77.14,False
193,3,000709.SZ,河钢股份有限公司,77.14,False
194,1,688112.SH,深圳市鼎阳科技股份有限公司,100.0,True
194,2,300824.SZ,深圳市北鼎晶辉科技股份有限公司,85.71,False
194,3,001283.SZ,深圳市豪鹏科技股份有限公司,84.62,False
195,1,601628.SH,中国人寿保险股份有限公司,77.42,False
195,2,601336.SH,新华人寿保险股份有限公司,75.0,False
195,3,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
196,1,000570.SZ,常柴股份有限公司,67.5,False
196,2,000709.SZ,河钢股份有限公司,67.5,False
196,3,000898.SZ,鞍钢股份有限公司,67.5,False
197,1,603015.SH,宁波弘讯科技股份有限公司,100.0,True
197,2,300566.SZ,宁波激智科技股份有限公司,83.33,False
197,3,300784.SZ,宁波利安科技股份有限公司,83.33,False
198,1,603268.SH,广东松发陶瓷股份有限公司,100.0,True
198,2,000570.SZ,常柴股份有限公司,77.14,False
198,3,000709.SZ,河钢股份有限公司,77.14,False
200,1,000570.SZ,常柴股份有限公司,77.14,False
200,2,000709.SZ,河钢股份有限公司,77.14,False
200,3,000898.SZ,鞍钢股份有限公司,77.14,False
201,1,920110.BJ,珠海雷特科技股份有限公司,100.0,True
201,2,920871.BJ,珠海市派特尔科技股份有限公司,84.62,False
201,3,300458.SZ,珠海全志科技股份有限公司,83.33,False
202,1,688119.SH,中钢洛耐科技股份有限公司,100.0,True
202,2,002080.SZ,中材科技股份有限公司,81.82,False
202,3,300777.SZ,中简科技股份有限公司,81.82,False
203,1,688498.SH,陕西源杰半导体科技股份有限公司,100.0,True
203,2,000409.SZ,云鼎科技股份有限公司,80.0,False
203,3,000551.SZ,创元科技股份有限公司,80.0,False
204,1,920427.BJ,华维设计集团股份有限公司,100.0,True
204,2,603018.SH,华设设计集团股份有限公司,91.67,False
204,3,300500.SZ,启迪设计集团股份有限公司,83.33,False
205,1,601595.SH,上海电影股份有限公司,100.0,True
205,2,600021.SH,上海电力股份有限公司,90.0,False
205,3,600835.SH,上海机电股份有限公司,90.0,False
206,1,601956.SH,湖北东贝机电集团股份有限公司,100.0,True
206,2,000570.SZ,常柴股份有限公司,77.14,False
206,3,000709.SZ,河钢股份有限公司,77.14,False
207,1,301171.SZ,易点天下网络科技股份有限公司,100.0,True
207,2,000570.SZ,常柴股份有限公司,77.14,False
207,3,000709.SZ,河钢股份有限公司,77.14,False
208,1,301213.SZ,四川观想科技股份有限公司,100.0,True
208,2,002951.SZ,四川金时科技股份有限公司,83.33,False
208,3,300370.SZ,四川安控科技股份有限公司,83.33,False
209,1,000776.SZ,广发证券股份有限公司,100.0,True
209,2,000686.SZ,东北证券股份有限公司,80.0,False
209,3,000728.SZ,国元证券股份有限公司,80.0,False
210,1,003011.SZ,浙江海象新材料股份有限公司,100.0,True
210,2,002206.SZ,浙江海利得新材料股份有限公司,88.89,False
210,3,300234.SZ,浙江开尔新材料股份有限公司,84.62,False
211,1,002996.SZ,重庆顺博铝合金股份有限公司,100.0,True
211,2,000570.SZ,常柴股份有限公司,77.14,False
211,3,000709.SZ,河钢股份有限公司,77.14,False
212,1,301131.SZ,广州市聚赛龙工程塑料股份有限公司,100.0,True
212,2,000570.SZ,常柴股份有限公司,77.14,False
212,3,000709.SZ,河钢股份有限公司,77.14,False
213,1,601619.SH,嘉泽新能源股份有限公司,91.67,True
213,2,000595.SZ,宁夏国运新能源股份有限公司,84.62,False
213,3,300175.SZ,朗源股份有限公司,84.0,False
214,1,301321.SZ,翰博高新材料(合肥)股份有限公司,100.0,True
214,2,000570.SZ,常柴股份有限公司,77.14,False
214,3,000709.SZ,河钢股份有限公司,77.14,False
216,1,603880.SH,江苏南方卫材医药股份有限公司,100.0,True
216,2,000570.SZ,常柴股份有限公司,77.14,False
216,3,000709.SZ,河钢股份有限公司,77.14,False
217,1,601198.SH,东兴证券股份有限公司,100.0,True
217,2,000686.SZ,东北证券股份有限公司,90.0,False
217,3,600958.SH,东方证券股份有限公司,90.0,False
218,1,603090.SH,无锡宏盛换热器制造股份有限公司,100.0,True
218,2,920662.BJ,无锡方盛换热器股份有限公司,85.71,False
218,3,600499.SH,科达制造股份有限公司,80.0,False
219,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
219,2,000570.SZ,常柴股份有限公司,67.5,False
219,3,000709.SZ,河钢股份有限公司,67.5,False
220,1,000570.SZ,常柴股份有限公司,77.14,False
220,2,000709.SZ,河钢股份有限公司,77.14,False
220,3,000898.SZ,鞍钢股份有限公司,77.14,False
221,1,603115.SH,南通海星电子股份有限公司,100.0,True
221,2,301359.SZ,东南电子股份有限公司,81.82,False
221,3,002484.SZ,南通江海电容器股份有限公司,80.0,False
222,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
222,2,000570.SZ,常柴股份有限公司,67.5,False
222,3,000709.SZ,河钢股份有限公司,67.5,False
223,1,605055.SH,浙江迎丰科技股份有限公司,100.0,True
223,2,301459.SZ,浙江丰茂科技股份有限公司,91.67,False
223,3,603685.SH,浙江晨丰科技股份有限公司,91.67,False
224,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
224,2,000570.SZ,常柴股份有限公司,67.5,False
224,3,000709.SZ,河钢股份有限公司,67.5,False
225,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
225,2,000570.SZ,常柴股份有限公司,67.5,False
225,3,000709.SZ,河钢股份有限公司,67.5,False
226,1,605155.SH,浙江西大门新材料股份有限公司,100.0,True
226,2,920118.BJ,浙江太湖远大新材料股份有限公司,82.76,False
226,3,003011.SZ,浙江海象新材料股份有限公司,81.48,False
227,1,000570.SZ,常柴股份有限公司,67.5,False
227,2,000709.SZ,河钢股份有限公司,67.5,False
227,3,000898.SZ,鞍钢股份有限公司,67.5,False
228,1,920926.BJ,广东鸿智智能科技股份有限公司,100.0,True
228,2,301135.SZ,广东瑞德智能科技股份有限公司,85.71,False
228,3,301578.SZ,广东辰奕智能科技股份有限公司,85.71,False
229,1,002625.SZ,光启技术股份有限公司,80.0,False
229,2,002815.SZ,崇达技术股份有限公司,80.0,False
229,3,300020.SZ,银江技术股份有限公司,80.0,False
231,1,601336.SH,新华人寿保险股份有限公司,75.0,False
231,2,601628.SH,中国人寿保险股份有限公司,75.0,False
231,3,601319.SH,中国人民保险集团股份有限公司,70.71,False
232,1,689009.SH,九号有限公司,72.0,False
232,2,000788.SZ,北大医药股份有限公司,66.67,False
232,3,000950.SZ,重药控股股份有限公司,66.67,False
233,1,300931.SZ,通用电梯股份有限公司,100.0,True
233,2,002367.SZ,康力电梯股份有限公司,80.0,False
233,3,002774.SZ,快意电梯股份有限公司,80.0,False
234,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
234,2,000570.SZ,常柴股份有限公司,67.5,False
234,3,000709.SZ,河钢股份有限公司,67.5,False
235,1,688266.SH,苏州泽璟生物制药股份有限公司,100.0,True
235,2,000570.SZ,常柴股份有限公司,77.14,False
235,3,000709.SZ,河钢股份有限公司,77.14,False
237,1,002915.SZ,浙江中欣氟材股份有限公司,100.0,True
237,2,603130.SH,浙江云中马股份有限公司,78.26,False
237,3,000570.SZ,常柴股份有限公司,77.14,False
238,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
238,2,000570.SZ,常柴股份有限公司,67.5,False
238,3,000709.SZ,河钢股份有限公司,67.5,False
239,1,002833.SZ,广州弘亚数控机械集团股份有限公司,93.33,True
239,2,000570.SZ,常柴股份有限公司,77.14,False
239,3,000709.SZ,河钢股份有限公司,77.14,False
240,1,002891.SZ,烟台中宠食品股份有限公司,100.0,True
240,2,002481.SZ,烟台双塔食品股份有限公司,83.33,False
240,3,000570.SZ,常柴股份有限公司,77.14,False
241,1,301199.SZ,迈赫机器人自动化股份有限公司,100.0,True
241,2,300024.SZ,沈阳新松机器人自动化股份有限公司,80.0,False
241,3,000570.SZ,常柴股份有限公司,77.14,False
242,1,002897.SZ,温州意华接插件股份有限公司,100.0,True
242,2,000570.SZ,常柴股份有限公司,77.14,False
242,3,000709.SZ,河钢股份有限公司,77.14,False
244,1,003026.SZ,浙江中晶科技股份有限公司,100.0,True
244,2,002779.SZ,浙江中坚科技股份有限公司,91.67,False
244,3,002273.SZ,浙江水晶光电科技股份有限公司,84.62,False
245,1,601888.SH,中国旅游集团中免股份有限公司,100.0,True
245,2,600818.SH,中路股份有限公司,78.75,False
245,3,000570.SZ,常柴股份有限公司,77.14,False
246,1,300581.SZ,西安晨曦航空科技股份有限公司,100.0,True
246,2,000570.SZ,常柴股份有限公司,77.14,False
246,3,000709.SZ,河钢股份有限公司,77.14,False
247,1,600919.SH,江苏银行股份有限公司,90.0,False
247,2,600928.SH,西安银行股份有限公司,90.0,False
247,3,000001.SZ,平安银行股份有限公司,80.0,False
248,1,301369.SZ,佛山市联动科技股份有限公司,100.0,True
248,2,001207.SZ,山东联科科技股份有限公司,80.0,False
248,3,002250.SZ,联化科技股份有限公司,78.26,False
249,1,301667.SZ,纳百川新能源股份有限公司,100.0,True
249,2,600681.SH,百川能源股份有限公司,90.91,False
249,3,300175.SZ,朗源股份有限公司,84.0,False
250,1,301515.SZ,四川港通医疗设备集团股份有限公司,100.0,True
250,2,000016.SZ,康佳集团股份有限公司,80.0,False
250,3,000055.SZ,方大集团股份有限公司,80.0,False
251,1,603377.SH,东方时尚驾驶学校股份有限公司,100.0,True
251,2,000570.SZ,常柴股份有限公司,77.14,False
251,3,000709.SZ,河钢股份有限公司,77.14,False
252,1,003038.SZ,安徽鑫铂铝业股份有限公司,100.0,True
252,2,000570.SZ,常柴股份有限公司,77.14,False
252,3,000709.SZ,河钢股份有限公司,77.14,False
253,1,300591.SZ,广东万里马实业股份有限公司,100.0,True
253,2,001209.SZ,广东洪兴实业股份有限公司,80.0,False
253,3,000534.SZ,万泽实业股份有限公司,78.26,False
254,1,001205.SZ,南京盛航海运股份有限公司,100.0,True
254,2,600099.SH,林海股份有限公司,78.75,False
254,3,000570.SZ,常柴股份有限公司,77.14,False
255,1,688136.SH,科兴生物制药股份有限公司,100.0,True
255,2,688177.SH,百奥泰生物制药股份有限公司,80.0,False
255,3,000570.SZ,常柴股份有限公司,77.14,False
256,1,601336.SH,新华人寿保险股份有限公司,75.0,False
256,2,601628.SH,中国人寿保险股份有限公司,75.0,False
256,3,601318.SH,中国平安保险(集团)股份有限公司,72.0,True
257,1,300622.SZ,博士眼镜连锁股份有限公司,100.0,True
257,2,000570.SZ,常柴股份有限公司,77.14,False
257,3,000709.SZ,河钢股份有限公司,77.14,False
258,1,605378.SH,浙江野马电池股份有限公司,100.0,True
258,2,301222.SZ,浙江恒威电池股份有限公司,83.33,False
258,3,002276.SZ,浙江万马股份有限公司,81.82,False
259,1,300758.SZ,鞍山七彩化学股份有限公司,100.0,True
259,2,000570.SZ,常柴股份有限公司,77.14,False
259,3,000709.SZ,河钢股份有限公司,77.14,False
260,1,300738.SZ,广东奥飞数据科技股份有限公司,100.0,True
260,2,688686.SH,广东奥普特科技股份有限公司,81.48,False
260,3,000570.SZ,常柴股份有限公司,77.14,False
261,1,301004.SZ,浙江嘉益保温科技股份有限公司,100.0,True
261,2,603822.SH,浙江嘉澳环保科技股份有限公司,85.71,False
261,3,600526.SH,浙江菲达环保科技股份有限公司,78.57,False
262,1,300776.SZ,武汉帝尔激光科技股份有限公司,100.0,True
262,2,002281.SZ,武汉光迅科技股份有限公司,84.62,False
262,3,000570.SZ,常柴股份有限公司,77.14,False
263,1,301125.SZ,南京腾亚精工科技股份有限公司,100.0,True
263,2,000570.SZ,常柴股份有限公司,77.14,False
263,3,000709.SZ,河钢股份有限公司,77.14,False
264,1,002625.SZ,光启技术股份有限公司,80.0,False
264,2,002815.SZ,崇达技术股份有限公司,80.0,False
264,3,300020.SZ,银江技术股份有限公司,80.0,False
265,1,002831.SZ,深圳市裕同包装科技股份有限公司,100.0,True
265,2,000409.SZ,云鼎科技股份有限公司,80.0,False
265,3,000551.SZ,创元科技股份有限公司,80.0,False
266,1,688137.SH,苏州近岸蛋白质科技股份有限公司,100.0,True
266,2,000409.SZ,云鼎科技股份有限公司,80.0,False
266,3,000551.SZ,创元科技股份有限公司,80.0,False
267,1,000925.SZ,浙江众合科技股份有限公司,83.33,False
267,2,001256.SZ,浙江炜冈科技股份有限公司,83.33,False
267,3,001270.SZ,浙江铖昌科技股份有限公司,83.33,False
268,1,920914.BJ,江苏远航精密合金科技股份有限公司,100.0,True
268,2,002202.SZ,金风科技股份有限公司,85.26,False
268,3,003018.SZ,金富科技股份有限公司,85.26,False
269,1,300480.SZ,光力科技股份有限公司,85.26,False
269,2,688339.SH,北京亿华通科技股份有限公司,82.76,False
269,3,000409.SZ,云鼎科技股份有限公司,80.0,False
270,1,600801.SH,华新建材集团股份有限公司,100.0,True
270,2,002254.SZ,泰和新材集团股份有限公司,83.33,False
270,3,600449.SH,宁夏建材集团股份有限公司,83.33,False
271,1,688484.SH,上海南芯半导体科技股份有限公司,100.0,True
271,2,688372.SH,上海伟测半导体科技股份有限公司,86.67,False
271,3,688230.SH,上海芯导电子科技股份有限公司,82.76,False
273,1,000570.SZ,常柴股份有限公司,67.5,False
273,2,000709.SZ,河钢股份有限公司,67.5,False
273,3,000898.SZ,鞍钢股份有限公司,67.5,False
275,1,002772.SZ,天水众兴菌业科技股份有限公司,100.0,True
275,2,000570.SZ,常柴股份有限公司,77.14,False
275,3,000709.SZ,河钢股份有限公司,77.14,False
276,1,920504.BJ,上海博迅医疗生物仪器股份有限公司,100.0,True
276,2,000570.SZ,常柴股份有限公司,77.14,False
276,3,000709.SZ,河钢股份有限公司,77.14,False
277,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
277,2,000570.SZ,常柴股份有限公司,67.5,False
277,3,000709.SZ,河钢股份有限公司,67.5,False
278,1,601162.SH,天风证券股份有限公司,100.0,True
278,2,000686.SZ,东北证券股份有限公司,80.0,False
278,3,000728.SZ,国元证券股份有限公司,80.0,False
279,1,000570.SZ,常柴股份有限公司,67.5,False
279,2,000709.SZ,河钢股份有限公司,67.5,False
279,3,000898.SZ,鞍钢股份有限公司,67.5,False
280,1,603124.SH,江西江南新材料科技股份有限公司,100.0,True
280,2,688519.SH,南亚新材料科技股份有限公司,85.71,False
280,3,002080.SZ,中材科技股份有限公司,81.0,False
282,1,000570.SZ,常柴股份有限公司,67.5,False
282,2,000709.SZ,河钢股份有限公司,67.5,False
282,3,000898.SZ,鞍钢股份有限公司,67.5,False
283,1,300748.SZ,江西金力永磁科技股份有限公司,100.0,True
283,2,000570.SZ,常柴股份有限公司,77.14,False
283,3,000709.SZ,河钢股份有限公司,77.14,False
285,1,300899.SZ,上海凯鑫分离技术股份有限公司,100.0,True
285,2,688065.SH,上海凯赛生物技术股份有限公司,78.57,False
285,3,000570.SZ,常柴股份有限公司,77.14,False
286,1,689009.SH,九号有限公司,72.0,False
286,2,688728.SH,格科微有限公司,65.45,False
286,3,002993.SZ,东莞市奥海科技股份有限公司,61.54,False
287,1,688429.SH,常州时创能源股份有限公司,100.0,True
287,2,300175.SZ,朗源股份有限公司,84.0,False
287,3,600642.SH,申能股份有限公司,78.75,False
288,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
288,2,000570.SZ,常柴股份有限公司,67.5,False
288,3,000709.SZ,河钢股份有限公司,67.5,False
289,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
289,2,000570.SZ,常柴股份有限公司,67.5,False
289,3,000709.SZ,河钢股份有限公司,67.5,False
290,1,300705.SZ,湖南九典制药股份有限公司,100.0,True
290,2,002412.SZ,湖南汉森制药股份有限公司,83.33,False
290,3,300267.SZ,湖南尔康制药股份有限公司,83.33,False
291,1,301133.SZ,广州市金钟汽车零件股份有限公司,100.0,True
291,2,000570.SZ,常柴股份有限公司,77.14,False
291,3,000709.SZ,河钢股份有限公司,77.14,False
292,1,603005.SH,苏州晶方半导体科技股份有限公司,100.0,True
292,2,000409.SZ,云鼎科技股份有限公司,80.0,False
292,3,000551.SZ,创元科技股份有限公司,80.0,False
293,1,002931.SZ,浙江锋龙电气股份有限公司,100.0,True
293,2,001255.SZ,浙江博菲电气股份有限公司,83.33,False
293,3,301448.SZ,浙江开创电气股份有限公司,83.33,False
294,1,300573.SZ,沈阳兴齐眼药股份有限公司,100.0,True
294,2,000570.SZ,常柴股份有限公司,77.14,False
294,3,000709.SZ,河钢股份有限公司,77.14,False
295,1,601336.SH,新华人寿保险股份有限公司,75.0,False
295,2,601628.SH,中国人寿保险股份有限公司,75.0,False
295,3,601318.SH,中国平安保险(集团)股份有限公司,72.0,True
296,1,002667.SZ,威领新能源股份有限公司,85.71,False
296,2,300317.SZ,珈伟新能源股份有限公司,85.71,False
296,3,600821.SH,金开新能源股份有限公司,85.71,False
297,1,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
297,2,000570.SZ,常柴股份有限公司,67.5,False
297,3,000709.SZ,河钢股份有限公司,67.5,False
298,1,002080.SZ,中材科技股份有限公司,78.26,False
298,2,300777.SZ,中简科技股份有限公司,78.26,False
298,3,600072.SH,中船科技股份有限公司,78.26,False
299,1,603370.SH,江阴华新精密科技股份有限公司,100.0,True
299,2,688605.SH,江苏先锋精密科技股份有限公司,78.57,False
299,3,920221.BJ,江苏易实精密科技股份有限公司,78.57,False
300,1,300802.SZ,上海矩子科技股份有限公司,100.0,True
300,2,300508.SZ,上海维宏电子科技股份有限公司,84.62,False
300,3,300551.SZ,上海古鳌电子科技股份有限公司,84.62,False
301,1,300377.SZ,深圳市赢时胜信息技术股份有限公司,100.0,True
301,2,300925.SZ,深圳市法本信息技术股份有限公司,83.87,False
301,3,002161.SZ,深圳市远望谷信息技术股份有限公司,81.25,False
302,1,601628.SH,中国人寿保险股份有限公司,77.42,False
302,2,601336.SH,新华人寿保险股份有限公司,75.0,False
302,3,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
303,1,002867.SZ,周大生珠宝股份有限公司,100.0,True
303,2,600622.SH,光大嘉宝股份有限公司,76.19,False
303,3,002104.SZ,恒宝股份有限公司,73.68,False
304,1,920121.BJ,苏州江天包装科技股份有限公司,100.0,True
304,2,002564.SZ,苏州天沃科技股份有限公司,84.62,False
304,3,688003.SH,苏州天准科技股份有限公司,84.62,False
305,1,300473.SZ,阜新德尔汽车部件股份有限公司,100.0,True
305,2,000570.SZ,常柴股份有限公司,77.14,False
305,3,000709.SZ,河钢股份有限公司,77.14,False
306,1,601628.SH,中国人寿保险股份有限公司,77.42,False
306,2,601336.SH,新华人寿保险股份有限公司,75.0,False
306,3,601318.SH,中国平安保险(集团)股份有限公司,68.57,True
307,1,601336.SH,新华人寿保险股份有限公司,75.0,False
307,2,601628.SH,中国人寿保险股份有限公司,75.0,False
307,3,601318.SH,中国平安保险(集团)股份有限公司,72.0,True
308,1,689009.SH,九号有限公司,72.0,False
308,2,688728.SH,格科微有限公司,65.45,False
