canonical_id,v1_score,v1_evidence,v1_reason,v2_score,v2_evidence,v2_reason,score_changed,crossed_main_threshold
175,0,,材料研发岗位专注于无机材料制备与测试，未涉及数字技术或AI,1,测试设备|测试标准|测试方法|系统搭建|性能检测,岗位核心是材料研发与测试，使用测试设备、系统搭建等作为辅助工具，但移除这些技术后研发产出仍成立，因此为1分，不是0分（明确要求使用测试设备）或2分（非软件开发或核心数字技术产出）。,True,False
176,0,,一体化理赔岗，职责为查勘、定损、理赔服务，无AI或数字技术内容。,0,,岗位为理赔岗，要求本科、驾驶资格，未明示要求使用数字工具或技术。移除技术后核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,False,False
177,1,数统、计算机、精算、农学、新能源专业优先,车商销售支持岗，提及数统、计算机等专业优先，但职责为续保追踪、业绩分析等，数字工具仅为辅助。,1,指标分析|数统、计算机、精算,岗位核心是销售支持，涉及指标分析，专业优先提及数统、计算机，但仅为辅助数据分析，移除后销售支持主业仍成立，因此为1分，不是0分（有数据分析要求）或2分（非核心软件开发或系统建设）。,False,False
178,0,,化工操作工，职责为设备操作、物料配比、安全检查等，无AI或数字技术内容。,0,,仅要求协助生产记录与数据整理，未明示任何数字工具或技术，故评为0分；不是1分因为原文未体现数字工具的使用。,False,False
179,0,,金融销售代表，职责为产品销售、推广、客户维护，无AI或数字技术内容。,0,,岗位为金融销售，提及计算机及互联网人员优先，但仅为优先条件，未明示要求使用数字工具作为职责。移除技术后销售核心产出仍成立，因此为0分，不是1分（无明确辅助数字工具要求）。,False,False
180,1,自动化生产线改造|非标设备设计|机械臂、机器人相关机械设计,机械工程师岗位，涉及自动化生产线和机器人设计，但核心是机械设计，数字技术为辅助。,1,"熟练掌握一门制图软件,如Creo、Solidsworks或其他",岗位核心是机械设计，制图软件是辅助工具，移除后设计工作仍可进行，因此为1分。不是0分因为明确要求使用制图软件；不是2分因为软件使用是辅助而非核心产出。,False,False
181,2,金融计算引擎开发|债券交易策略的研发,岗位明确从事金融计算引擎开发与策略研发，软件和算法开发是核心,2,负责金融计算引擎开发与维护|有编程基础,岗位核心是金融计算引擎开发，属于软件开发，因此为2分。不是1分因为开发是核心职责；不是3分因为未明确涉及AI/ML，金融计算引擎属于非AI算法。,False,False
182,0,,实地一体化服务作业岗，职责为现场查勘、定损、理赔咨询，无AI或数字技术内容。,0,,岗位职责为车险查勘、定损和理赔服务，未明示要求任何数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,False,False
183,1,教育信息化产品,销售主管经理，销售教育信息化产品，但岗位本身不涉及技术工作，数字技术仅为产品属性。,0,,岗位是销售主管，职责为销售和品牌推广，未明示要求使用数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,True,False
184,2,智能仓储物流系统销售|物流的智能化、自动化等技术应用方向,销售经理岗位，但公司专注自动化和信息化，销售智能仓储物流系统，需要熟悉智能化、自动化技术，技术是岗位核心部分。,1,熟悉物流的智能化、自动化等技术应用方向,岗位核心是销售，要求了解智能化、自动化技术应用方向属于辅助知识，移除后销售职责仍成立，因此为1分。不是0分因为明确要求熟悉技术应用方向；不是2分因为技术应用是辅助而非核心产出。,True,True
185,1,数据支持,模切生产主管，职责包括生产管理、质量控制等，提及数据支持，但仅为辅助决策。,0,,岗位是模切生产主管，职责为生产运营管理，未明示要求使用数字工具或技术，因此为0分。不是1分因为无任何数字工具要求。,True,False
186,3,数据仓库、ETL开发|实时处理系统的设计和开发|大数据基础架构平台的建设|分布式数据仓库、海量数据批处理平台、实时数据处理平台|数据中台建设,大数据工程师岗位，明确涉及大数据平台建设、数据仓库、实时处理、知识图谱等，属于高级数据技术。,2,负责数据仓库、ETL开发|实时处理系统的设计和开发|大数据基础架构平台的建设|数据架构设计|数据中台建设,岗位核心是大数据工程，包括数据仓库、ETL、实时处理等，属于核心数字技术，因此为2分。不是1分因为开发是核心职责；不是3分因为未明确涉及AI/ML，仅为大数据平台建设。,True,False
187,1,数字医疗服务市场趋势|医疗信息化行业,医学经理岗位，提及数字医疗和医疗信息化，但仅为行业了解，岗位核心是医学策略和临床研究，数字技术为辅助。,1,了解数字医疗服务市场趋势|熟悉医疗器械、病理诊断、医疗信息化行业,岗位核心是医学策略和临床研究，要求了解数字医疗和信息化行业属于辅助知识，移除后医学经理职责仍成立，因此为1分。不是0分因为明确要求了解数字医疗趋势；不是2分因为技术应用是辅助而非核心产出。,False,False
188,0,,岗位为厨师，职责涉及烹饪、糕点制作和食堂管理，无任何AI或数字技术内容。,0,,岗位职责为烹饪、糕点制作、食堂管理，未明示要求任何数字工具、信息系统、编程或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,False,False
189,1,分析财务数据|对数据敏感|具备一定的数据分析能力,岗位涉及财务数据处理和分析，但仅为辅助工作，核心是会计账务。,1,分析财务数据|一定的数据分析能力,岗位要求使用数据分析能力辅助财务工作，但核心产出仍是账务处理、报表编制等财务职责，属于辅助数字工具。不是0分（明确要求数据分析），也不是2分（数据分析非核心产出，未涉及软件开发或高级建模）。,False,False
190,0,,市场营销岗位，职责为客户拓展和经营，无AI或数字技术内容。,0,,岗位为市场营销岗，职责为客户拓展和客群经营，未明示要求使用数字工具、信息系统或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,False,False
191,0,,商务助理岗位，职责为跟单、合同和招投标，无AI或数字技术内容。,0,,岗位为商务助理，职责包括跟单、合同制作、招投标等，未明示要求使用数字工具或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,False,False
192,0,,车险查勘岗位，职责为现场查勘和理赔，无AI或数字技术内容。,0,,岗位为车险查勘定损，职责为现场查勘、损失确定、理赔咨询，未明示要求使用数字工具或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,False,False
193,1,熟悉B2B及互联网|熟练使用网络交流工具和社交网络,岗位要求使用互联网和社交网络进行客户开发，但仅为辅助工具。,1,熟悉B2B及互联网|熟练使用网络交流工具和社交网络,岗位要求使用B2B平台、互联网和网络工具辅助外贸业务开发，但核心产出仍是外贸销售，属于辅助数字工具。不是0分（明确要求数字工具），也不是2分（工具使用非核心产出）。,False,False
194,2,IT基础建设|计算机软硬件维护管理|IT网络维护|网络管理与信息安全,岗位核心是IT网络和计算机系统维护，属于信息化技术。,2,IT基础建设|计算机软硬件维护管理|IT网络维护|网络管理与信息安全,岗位核心职责为IT基础设施建设和网络维护，属于信息系统运维，是核心数字技术。不是1分（运维是核心职责而非辅助），也不是3分（未涉及AI/ML）。,False,False
195,0,,银行渠道主管岗位，职责为业务管理和维护，无AI或数字技术内容。,0,,岗位为银行渠道主管，职责为渠道管理和客户服务，未明示要求使用数字工具或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,False,False
196,0,,远程车险查勘岗位，职责为线上查勘和理赔，无AI或数字技术内容。,0,,岗位职责为线上查勘、定损和理赔咨询，未明示要求任何数字工具、编程或数据分析。移除技术后核心产出仍成立，因此为0分，不是1分。,False,False
197,2,电子技术、电气、伺服控制、自动化相关专业|电气、电子产品维修及塑料机械、伺服控制,岗位核心是电子和自动化技术，涉及伺服控制等嵌入式系统。,0,,岗位要求电子、电气、伺服控制等专业知识，但未明示使用数字工具或编程。维修和伺服控制知识属于专业领域，但原文未提及软件或数字技术，因此为0分，不是1分。,True,True
198,0,,管理培训生岗位，培养生产管理人才，无AI或数字技术内容。,0,,岗位为生产管理培训生，职责涉及管理能力，未明示要求任何数字工具或技术。移除技术后核心产出不变，因此为0分，不是1分。,False,False
200,0,,起重工岗位，职责为吊装指挥和操作，无AI或数字技术内容。,0,,岗位为起重工，职责涉及吊装技术和安全，未明示要求数字工具或编程。因此为0分，不是1分。,False,False
201,0,,总经办专员岗位，职责为部门协调和协助供应链管理，无AI或数字技术内容。,1,熟练操作办公软件,岗位要求熟练操作办公软件，属于辅助数字工具，但核心职责是行政协调和供应链管理，移除办公软件后核心产出仍成立，因此为1分，不是0分（因明确要求办公软件）或2分（非核心数字技术）。,True,False
202,2,熟悉PLC、变频器等工作原理和简单编程|电气自动化,岗位核心是电气设备维护和自动化技术，涉及PLC编程。,1,熟悉PLC、变频器等工作原理和简单编程,电气设备工程师核心是设备故障诊断与维护，PLC和简单编程是辅助设备改造升级的工具，若移除这些技术，岗位核心产出仍成立，故为1分；不是2分因岗位不负责自动化系统开发等核心数字技术产出，不是0分因明确要求编程技能。,True,True
203,1,运行数据记录|能源消耗量日常统计,岗位涉及厂务系统数据记录和统计，但仅为辅助工作。,0,,岗位为厂务技术员，职责涉及点检、数据记录和系统维护，但未明示要求使用数字工具或编程。数据记录可能涉及简单仪表，但原文未明确要求软件或数字技术，因此为0分，不是1分。,True,False
204,2,"熟练使用剪辑软件|会PS、PR、AE,3Dmax、C4D等软件",新媒体运营核心工作为视频制作，专业软件工具的使用是岗位核心技能,1,"熟练使用剪辑软件|会PS、PR、AE,3Dmax、C4D等软件",岗位要求使用剪辑和建模软件，属于辅助数字工具，核心产出是视频制作，移除软件后无法完成，但软件使用是工具而非核心数字技术开发，因此为1分，不是2分（非软件开发或系统开发）。,True,True
205,0,,岗位为行政人事主管，职责和描述中未提及任何AI或数字技术相关内容。,0,,岗位职责为行政人事管理、文案撰写、招聘等，未明示要求使用数字工具、信息系统、编程、数据、自动化或AI。移除任何数字技术后，行政人事核心产出仍成立，因此为0分，不是1分（无辅助数字工具要求）。,False,False
206,1,熟练操作各类办公软件,岗位要求熟练操作办公软件，数字工具仅为辅助工作。,1,熟练操作各类办公软件,岗位核心是企业管理、计划编制、会务管理等非技术职责，办公软件仅作为辅助工具使用，移除后岗位主要产出仍成立，因此为1分。不是0分，因为明确要求使用办公软件；不是2分，因为不涉及软件开发、系统运维或算法研发等核心数字技术。,False,False
207,1,"熟练使用办公软件,尤其是PowerPoint、Excel等办公软件",岗位要求熟练使用办公软件，数字工具仅为辅助工作。,1,"熟练使用办公软件,尤其是PowerPoint、Excel等办公软件",岗位核心职责是商务开发、客户维护和销售，办公软件仅作为辅助工具使用，移除后商务职能仍成立，因此为1分；不是0分因为明确要求数字工具，不是2分因为不涉及软件开发或核心数字技术。,False,False
208,2,"三年以上c++实际开发经验|熟悉MFC,STL,Socket、QT等技术|熟练使用visual studio环境进行开发和调试|有较好3D技术、仿真技术或数据库技术水平|熟悉基础算法",岗位核心是C++/QT软件开发，涉及软件、算法和3D技术，属于软件技术核心岗位。,2,"C++/QT软件工程师|三年以上c++实际开发经验,熟悉MFC,STL,Socket、QT等技术|进行新软件项目的研发,或旧软件项目的维护,主要完成项目的编码及相关文档工作",岗位核心职责是软件开发（编码、维护），属于核心数字技术（2分）。未提及AI/ML相关技术，因此不是3分；软件开发是核心产出，不是辅助工具，因此不是1分。,False,False
209,2,IT类专业|熟练掌握计算机软件、硬件及网络相关专业知识|掌握SQL SERVER或ORACLE数据库平台的开发和应用专业知识|负责法人结算相关系统需求分析、测试及维护等工作,岗位要求IT专业背景，涉及数据库开发和系统维护，软件和数据处理是岗位核心。,2,负责法人结算相关系统需求分析、测试及维护等工作|掌握SQL SERVER或ORACLE数据库平台的开发和应用专业知识,岗位核心职责包括结算系统的需求分析、测试和维护，以及数据库开发应用，属于信息系统开发运维，因此为2分。不是1分，因为系统维护和数据库开发是核心产出而非辅助工具；不是3分，因为未涉及AI/ML研发。,False,False
210,0,,岗位为电工，职责为设备维修，未涉及AI或数字技术。,0,,岗位描述仅涉及设备维修电工和机电一体经验，未明示要求使用数字工具、信息系统、编程、数据、自动化或AI，因此为0分；不是1分，因为未提及任何数字工具或系统使用。,False,False
211,1,机电一体化,岗位涉及机电一体化，但描述中未强调数字技术，仅为辅助。,1,编制设备检修计划|统管公司内设备应急维修|解决设备运行过程中的技术问题|精通机械设备维修保养,岗位核心是设备管理与维修，属于传统工程运维。虽然涉及机电一体化知识，但未要求开发软件、算法或AI系统，数字技术仅作为辅助工具（如可能使用设备管理系统），因此为1分而非2分。,False,False
212,0,,岗位为美学设计工程师，职责为颜色和效果设计，未涉及AI或数字技术。,0,,岗位核心职责是产品外观设计、颜色效果设计与推广，未明示要求任何数字工具、编程、数据或AI技术。因此为0分，不是1分（无数字工具要求）。,False,False
213,0,,岗位为项目开发经理，职责为新能源项目开发，未提及AI或数字技术。,0,,岗位职责为新能源项目开发、评估、谈判和管理，未明示要求使用数字工具、信息系统、编程、数据、自动化或AI。因此为0分，不是1分（无任何数字工具要求）。,False,False
214,0,,岗位为采购/供应链管培生，描述中未提及AI或数字技术。,0,,岗位为采购/供应链管培生，描述仅涉及任职资格和福利待遇，未明示要求使用数字工具、信息系统、编程、数据、自动化或AI。因此为0分，不是1分（无数字工具要求）。,False,False
216,0,,岗位为行政专员，职责为行政和文件管理，未涉及AI或数字技术。,0,,岗位为行政专员，职责包括规章制度推行、文件编写、知识产权管理、招聘等，未明示要求使用数字工具、信息系统、编程、数据、自动化或AI。因此为0分，不是1分（无数字工具要求）。,False,False
217,0,,岗位为财富总监，职责为金融产品销售和投融资业务，未提及AI或数字技术。,0,,岗位为财富总监，职责为产品销售、投融资业务拓展、客户维护等，未明示要求使用数字工具、信息系统、编程、数据、自动化或AI。因此为0分，不是1分（无数字工具要求）。,False,False
218,1,及时准确更新ERP系统仓库数据,岗位要求使用ERP系统，数字工具仅为辅助仓库管理。,1,"及时准确更新ERP系统仓库数据|每日提供准确的物资库存量数据、库存日报表、发货明细表等定期盘库,向财务部等相关部门提交库存盘点数据",岗位核心职责是仓储管理，使用ERP系统和数据处理是辅助工具，移除后仓储管理仍成立。因此为1分，不是2分（非软件开发或系统开发核心产出）。,False,False
219,0,,岗位为企业品宣专员，职责为品牌宣传和活动策划，未涉及AI或数字技术。,0,,岗位为企业品宣专员，职责为品牌宣传、文化建设、新闻媒体维护等，虽要求数学、精算、统计专业优先，但未明示要求使用数字工具、数据分析或技术。因此为0分，不是1分（无数字工具要求）。,False,False
220,2,负责系统日常运维问题处理|协助主管处理日常桌面运维和服务器网络运维|DRP|OMS|系统运维,岗位核心是系统运维，涉及DRP、OMS等信息系统，软件和系统是岗位核心。,2,负责系统日常运维问题处理|协助主管处理日常终端店铺的DRP相关问题咨询|协助主管处理日常电商零售的OMS相关问题咨询|协助主管处理日常桌面运维和服务器网络运维,岗位核心职责是系统运维，涉及DRP、OMS、服务器网络等信息系统维护，属于核心数字技术。因此为2分，不是1分（运维是核心产出，非辅助使用），也不是3分（未涉及AI/ML）。,False,False
221,0,,岗位为工艺工程师，职责为工艺参数控制和优化，未提及AI或数字技术。,0,,岗位为工艺工程师，职责为制定工艺参数、优化生产过程、新工艺调试，未明示要求使用数字工具、信息系统、编程、数据、自动化或AI。因此为0分，不是1分（无数字工具要求）。,False,False
222,2,新能源/辅助驾驶领域的新技术研究|分析风险定价|新能源车险行业研究|搭建新能源相关风控体系与线上化建设工作,岗位涉及新能源和辅助驾驶技术研究、风险定价分析及线上化系统建设，软件和数据是核心，但未明确提及AI或高级算法。,2,"负责新能源/辅助驾驶领域的新技术研究,分析风险定价|负责新能源相关非车险业务定价及核保支持,参与搭建新能源相关风控体系与线上化建设工作",岗位核心职责包括风险定价、风控体系搭建和线上化建设，属于高级数字模型和系统建设，但未明确提及AI/ML，因此为2分而非3分；技术是核心产出，不是辅助工具，因此不是1分。,False,False
223,0,,岗位描述为人事招聘、面试、培训等事务性工作，无实质AI或数字技术内容。,0,,岗位描述仅涉及招聘、面试、培训、工伤处理等人事事务性工作，未明示要求使用数字工具或技术，因此为0分；无任何数字技术证据，排除1分。,False,False
224,0,,岗位为车险续保销售，依托公司资源提供服务，无AI或数字技术内容。,0,,岗位主要从事车险续保服务，描述中未提及任何数字工具或技术使用，仅涉及客户服务和销售，因此为0分；无证据支持1分。,False,False
225,0,,与224相同，车险续保销售岗位，无AI或数字技术内容。,0,,与224相同，岗位主要从事车险续保服务，未明示要求数字技术，因此为0分；无证据支持1分。,False,False
226,1,计算机硬件和网络维护能力|熟悉路由器、交换机和防火墙等网络设备的工作原理|熟悉Win7、Win10等操作系统的安装与操作,岗位涉及计算机硬件和网络维护，数字工具为辅助工作，非核心。,2,计算机硬件和网络维护能力|熟悉路由器、交换机和防火墙等网络设备的工作原理|负责公司电脑硬件设备(服务器、计算机、打印机、网络设备)的安装与维护,岗位核心职责是计算机硬件和网络维护，属于信息系统运维，是核心数字技术，因此为2分；不是辅助使用工具，排除1分；未涉及AI/ML，排除3分。,True,True
227,0,,车险查勘理赔岗位，无AI或数字技术内容。,0,,岗位描述仅涉及车险现场勘验、理赔服务等，未明示要求任何数字工具或技术，因此为0分；无证据支持1分。,False,False
228,1,熟练使用办公软件、制图软件,产品结构工程师需使用办公和制图软件，但仅为辅助工具，核心是机械设计。,1,熟练使用办公软件、制图软件,岗位核心是产品结构设计，使用办公软件和制图软件作为辅助工具，技术不是核心产出，因此为1分；不是软件开发或系统建设，排除2分。,False,False
229,0,,创意文案岗位，负责文字撰写和创意，无AI或数字技术内容。,0,,岗位核心是创意文案撰写，未明示要求使用数字工具或技术，因此为0分；无证据支持1分。,False,False
231,0,,年金客户经理销售岗位，无AI或数字技术内容。,0,,岗位描述仅涉及销售、客户管理、团队发展等一般性职责，未明示要求任何数字工具、信息系统、编程或AI技术。因此为0分，不是1分（无任何数字工具要求）。,False,False
232,0,,大区经理招商销售岗位，无AI或数字技术内容。,0,,岗位职责为区域招商、销售、回款和市场信息收集，任职要求仅提及市场营销专业和招商经验，未明示任何数字工具或技术。因此为0分，不是1分（无数字工具要求）。,False,False
233,1,熟练运用办公室软件,销售专员需熟练运用办公室软件，但仅为辅助工具。,1,熟练运用办公室软件,岗位要求熟练运用办公室软件，这是辅助销售工作的数字工具，销售仍是核心产出。因此为1分，不是0分（明确提及办公室软件），也不是2分（非软件开发或核心数字技术）。,False,False
234,0,,法学管培生从事人伤查勘理赔工作，无AI或数字技术内容。,1,系统预估录入,岗位职责包括在理赔系统中进行预估录入，属于使用信息系统辅助理赔查勘工作，核心产出仍是理赔处理。因此为1分，不是0分（明确提及系统操作），也不是2分（非系统开发或核心数字技术）。,True,False
235,0,,生物专业应届生岗位，涉及细胞培养、蛋白纯化等实验操作，无AI或数字技术内容。,0,,岗位为生物专业应届生，涉及细胞培养、蛋白纯化等实验室技术，未明示要求任何数字工具、编程或AI技术。因此为0分，不是1分（无数字工具要求）。,False,False
237,1,数据统计分析,工艺技术员涉及数据统计分析，但仅为辅助工作，核心是车间技术支持。,1,数据统计分析,岗位职责包括数据统计分析，这是辅助车间技术支持的数据处理工作，核心产出仍是工艺技术支持。因此为1分，不是0分（明确提及数据分析），也不是2分（非核心数字技术开发）。,False,False
238,1,物联网监控技术|自然灾害监测预警技术,风控工程师涉及物联网监控和监测预警技术，但数字技术为辅助风险减量服务，非核心。,2,物联网监控技术|自然灾害监测预警技术,岗位职责包括风控技术发掘与推动，明确提及物联网监控技术、自然灾害监测预警技术等，这些属于核心数字技术应用，且岗位核心产出包含技术推动。因此为2分，不是1分（技术是核心职责而非辅助工具），也不是3分（未明确涉及AI/ML）。,True,True
239,0,,资深行政专员负责后勤、安保、物业管理等，无AI或数字技术内容。,0,,岗位为行政后勤管理，职责包括食堂、宿舍、安保、消防等，未明示要求任何数字工具或技术。因此为0分，不是1分（无数字工具要求）。,False,False
240,1,数据汇总分析,岗位涉及检验数据汇总分析，但仅为辅助工作，核心是理化/微生物检测。,1,负责填写检验结果报告和数据汇总分析|负责对仪器设备进行维护和保养,岗位核心是食品理化/微生物检验，使用仪器设备和数据汇总分析属于辅助工具，移除后检验工作仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,False,False
241,1,熟练使用天正、AUTOCAD等制图软件,使用CAD软件是辅助设计工具，但岗位核心是建筑设计，非数字技术核心。,1,能熟练使用天正、AUTOCAD等制图软件,建筑设计是核心产出，CAD软件是辅助设计工具，移除后设计工作仍可进行（如手绘），因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
242,2,非标自动化设备的调试|熟悉AutoCAD绘制零件图|精通气动、液压及传感器原理|非标自动机装配、调试、维修,岗位核心是自动化设备装配调试，涉及自动化技术，但未明确AI或高级算法。,2,"非标自动化设备的调试与协助制作|熟悉AutoCAD绘制零件图,精通气动、液压及传感器原理",非标自动化设备装配调试和传感器技术是核心产出，属于自动化核心数字技术，故评为2分；不是1分因为技术是核心而非辅助，不是3分因为未涉及AI/ML。,False,False
244,0,,前台文员岗位，无任何AI或数字技术内容。,0,,岗位职责为接待、会务、后勤等行政事务，未明示要求任何数字工具或技术，因此为0分；未提及办公软件使用，故不是1分。,False,False
245,0,,人力资源专员岗位，描述中无AI或数字技术相关内容。,0,,岗位职责为人力资源制度、招聘、培训、绩效考核等，未明示要求使用数字工具或系统，因此为0分；未提及任何软件或数据处理，故不是1分。,False,False
246,1,熟练使用常用办公软件,使用办公软件是辅助工作，岗位核心是生产跟单协调。,1,熟练使用常用办公软件,生产文员核心是生产跟单、办公用品管理等行政工作，办公软件是辅助工具，移除后工作仍可进行，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
247,0,,银行客户经理岗位，描述为销售和业务开发，无AI或数字技术内容。,0,,岗位核心是信用卡、贷款等金融产品销售，未明示要求使用数字工具或技术，因此为0分；未提及任何软件或系统，故不是1分。,False,False
248,0,,招聘经理岗位，描述为招聘工作，无AI或数字技术内容。,0,,岗位核心是招聘计划、渠道开发、面试录用等人力资源工作，未明示要求使用数字工具或系统，因此为0分；未提及ATS或办公软件，故不是1分。,False,False
249,1,熟练使用PPT、Word、Excel等办公软件,使用办公软件是辅助工作，岗位核心是质量管理，涉及质量工具但非数字技术核心。,1,熟练使用PPT、Word、Excel等办公软件,岗位核心是质量管理，办公软件仅作为辅助工具使用，移除后质量管理职责仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,False,False
250,0,,产品技术员岗位，描述为产品研发和改进，无明确AI或数字技术内容。,0,,岗位描述仅涉及产品研发、改进和工艺应用，未明示要求任何数字工具、编程或AI技术，因此为0分；不是1分，因为无办公软件或信息系统使用要求。,False,False
251,0,,销售受理岗位，描述为驾考咨询和销售，无AI或数字技术内容。,0,,岗位为销售受理，职责和任职要求中未提及任何数字工具或技术，因此为0分；不是1分，因为无办公软件或系统使用要求。,False,False
252,2,自动化生产线调试|变频器的调试|气动原理,岗位涉及自动化生产线调试，自动化技术是核心，但未明确AI或高级算法。,1,懂得气动原理和变频器的调试,岗位核心是设备安装调试，变频器调试属于辅助工具使用，移除后主要职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分，也不是0分因明确要求数字/自动化设备调试技能。,True,True
253,1,熟练word、ppt、excel等常用办公软件操作,使用办公软件是辅助工作，岗位核心是销售管理。,1,熟练word、ppt、excel等常用办公软件操作,岗位核心是销售管理，办公软件仅作为辅助工具，移除后销售管理职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,False,False
254,2,前端开发工程师|React、Vue|nodejs、webpack|前端构建及编译原理|组件化开发模式,岗位核心是前端软件开发，属于数字技术核心，但未明确涉及AI或高级算法。,2,参与软件需求分析、系统设计、核心代码编写|熟练掌握 React、Vue 等主流技术栈|熟练掌握 nodejs、webpack 等常用开发工具,岗位核心是前端软件开发，属于核心数字技术，因此为2分；未明确涉及AI/机器学习，故不是3分；不是1分，因为软件开发是核心产出而非辅助工具。,False,False
255,0,,医药代表应届生岗位，描述为营销方向，无AI或数字技术内容。,0,,岗位为医药代表，职责和任职要求中未提及任何数字工具或技术，因此为0分；不是1分，因为无办公软件或系统使用要求。,False,False
256,1,AI面试合格|智能分配精准客户,提及AI面试和智能分配客户，但仅为辅助工具，岗位核心是保险销售。,1,AI面试合格,岗位核心是保险销售，AI面试仅为招聘流程中的工具，移除后销售职责仍成立，因此为1分；未涉及AI研发或核心数字技术，故不是2或3分。,False,False
257,0,,岗位为门店销售，职责涉及配镜引导、裂隙灯检查、产品介绍销售等，无AI或数字技术内容。,1,了解团购、社群运营等常规线上销售渠道,岗位核心是门店销售，提及线上销售渠道属于辅助数字工具使用，移除后销售职责仍成立，因此为1分；不是0分因为明确要求数字渠道运营，不是2分因为不涉及软件开发或核心数字技术。,True,False
